Cluster,ClusterRank,deltaG,deltaGelec,deltaGvdw,deltaGligsolvnonpol,deltaGligsolvpol,deltaGprotsolvnonpol,deltaGprotsolvpol,deltaGcompsolvnonpol,deltaGcompsolvpol,extraFull,surfFull,solvFull,IntraFull,InterFull,FullFitness,SimpleFitness,Energy
27,0,-8.901117,0,-87.6551,8.06769,-48.2421,223.528,-1783.67,222.554,-1762.69,0,222.554,-1762.69,-21.8144,-87.6551,-1649.6055,5.93963,5.93963
27,1,-8.51527,0,-81.3642,8.65584,-45.3002,223.528,-1783.67,222.458,-1762.11,0,222.458,-1762.11,-27.1365,-81.3642,-1648.1527,8.98835,8.98835
27,2,-8.339541,0,-80.6274,8.29541,-48.0286,223.528,-1783.67,222.249,-1763.34,0,222.249,-1763.34,-22.4086,-80.6274,-1644.127,10.6013,10.6013
27,3,-8.529767,0,-83.8265,8.25447,-47.7611,223.528,-1783.67,221.758,-1760.54,0,221.758,-1760.54,-20.8923,-83.8265,-1643.5007,12.91,12.91
27,4,-8.539874,0,-83.282,8.30001,-48.9318,223.528,-1783.67,221.721,-1762.59,0,221.721,-1762.59,-16.614,-83.282,-1640.765,14.7589,14.7589
27,5,-7.1689906,0,-63.2269,8.66104,-45.4242,223.528,-1783.67,222.061,-1767.65,0,222.061,-1767.65,-14.2754,-63.2269,-1623.0913,27.5135,27.5135
27,6,-7.308828,0,-64.4688,8.87937,-47.1065,223.528,-1783.67,221.841,-1769.02,0,221.841,-1769.02,-10.4917,-64.4688,-1622.1394,31.7401,31.7401
27,7,-7.319891,0,-64.4233,8.43992,-43.7768,223.528,-1783.67,222.054,-1766.95,0,222.054,-1766.95,-12.5563,-64.4233,-1621.8756,30.2373,30.2373
28,0,-8.362231,0,-72.9198,8.66765,-46.4074,223.528,-1783.67,222.082,-1773.17,0,222.082,-1773.17,-25.0178,-72.9198,-1649.0256,9.89879,9.89879
28,1,-8.348086,0,-75.3012,8.84019,-45.8892,223.528,-1783.67,222.727,-1769.47,0,222.727,-1769.47,-26.5282,-75.3012,-1648.5723,5.72842,5.72842
28,2,-8.059524,0,-65.6314,8.65524,-45.7096,223.528,-1783.67,222.23,-1779.04,0,222.23,-1779.04,-24.2877,-65.6314,-1646.7291,8.85386,8.85386
28,3,-8.166001,0,-74.0568,8.70387,-48.7695,223.528,-1783.67,222.611,-1771.33,0,222.611,-1771.33,-23.3438,-74.0568,-1646.1196,8.12935,8.12935
28,4,-7.5838137,0,-61.4717,8.78017,-49.0699,223.528,-1783.67,222.842,-1781.81,0,222.842,-1781.81,-25.3795,-61.4717,-1645.8192,10.1856,10.1856
28,5,-7.8446836,0,-61.7394,8.79797,-45.3081,223.528,-1783.67,222.273,-1780.99,0,222.273,-1780.99,-25.0864,-61.7394,-1645.5428,11.5212,11.5212
28,6,-7.7726274,0,-60.4711,8.63923,-45.0333,223.528,-1783.67,222.083,-1781.45,0,222.083,-1781.45,-23.9644,-60.4711,-1643.8025,12.2782,12.2782
29,0,-6.782647,0,-43.0223,8.29762,-50.3875,223.528,-1783.67,223.993,-1801.08,0,223.993,-1801.08,-28.9104,-43.0223,-1649.0197,14.0984,14.0984
29,1,-6.782647,0,-43.0223,8.29762,-50.3875,223.528,-1783.67,223.993,-1801.08,0,223.993,-1801.08,-28.9104,-43.0223,-1649.0197,14.0984,14.0984
29,2,-6.782647,0,-43.0223,8.29762,-50.3875,223.528,-1783.67,223.993,-1801.08,0,223.993,-1801.08,-28.9104,-43.0223,-1649.0197,14.0984,14.0984
29,3,-6.782647,0,-43.0223,8.29762,-50.3875,223.528,-1783.67,223.993,-1801.08,0,223.993,-1801.08,-28.9104,-43.0223,-1649.0197,14.0984,14.0984
29,4,-6.9040093,0,-45.9262,8.4275,-49.6898,223.528,-1783.67,223.834,-1797.43,0,223.834,-1797.43,-26.5019,-45.9262,-1646.0242,13.6983,13.6983
29,5,-6.9040093,0,-45.9262,8.4275,-49.6898,223.528,-1783.67,223.834,-1797.43,0,223.834,-1797.43,-26.5019,-45.9262,-1646.0242,13.6983,13.6983
29,6,-6.9473557,0,-47.2366,8.43096,-49.3118,223.528,-1783.67,223.705,-1795.53,0,223.705,-1795.53,-26.8473,-47.2366,-1645.9089,13.087,13.087
29,7,-6.9473557,0,-47.2366,8.43096,-49.3118,223.528,-1783.67,223.705,-1795.53,0,223.705,-1795.53,-26.8473,-47.2366,-1645.9089,13.087,13.087
30,0,-8.823492,0,-82.0716,8.95398,-46.3723,223.528,-1783.67,222.423,-1766.61,0,222.423,-1766.61,-22.7141,-82.0716,-1648.9728,11.0369,11.0369
31,0,-7.5106874,0,-54.3386,8.44805,-46.5194,223.528,-1783.67,223.027,-1789.89,0,223.027,-1789.89,-27.662,-54.3386,-1648.8636,10.909,10.909
32,0,-7.566157,0,-58.7674,8.4858,-50.1467,223.528,-1783.67,223.519,-1788.28,0,223.519,-1788.28,-25.3231,-58.7674,-1648.8514,7.4014,7.4014
33,0,-8.110586,0,-77.9887,8.41817,-48.6544,223.528,-1783.67,223.327,-1765.78,0,223.327,-1765.78,-28.1904,-77.9887,-1648.6321,4.99126,4.99126
33,1,-8.098524,0,-76.7625,8.34791,-48.8806,223.528,-1783.67,223.325,-1767.81,0,223.325,-1767.81,-27.2636,-76.7625,-1648.5112,5.24973,5.24973
34,0,-6.950824,0,-41.2587,8.47927,-47.2602,223.528,-1783.67,223.698,-1802.69,0,223.698,-1802.69,-28.0636,-41.2587,-1648.3142,16.7555,16.7555
34,1,-6.94166,0,-41.2313,8.45546,-47.0916,223.528,-1783.67,223.691,-1802.44,0,223.691,-1802.44,-28.2865,-41.2313,-1648.2667,16.7408,16.7408
34,2,-6.94166,0,-41.2313,8.45546,-47.0916,223.528,-1783.67,223.691,-1802.44,0,223.691,-1802.44,-28.2865,-41.2313,-1648.2667,16.7408,16.7408
34,3,-6.94166,0,-41.2313,8.45546,-47.0916,223.528,-1783.67,223.691,-1802.44,0,223.691,-1802.44,-28.2865,-41.2313,-1648.2667,16.7408,16.7408
34,4,-6.94166,0,-41.2313,8.45546,-47.0916,223.528,-1783.67,223.691,-1802.44,0,223.691,-1802.44,-28.2865,-41.2313,-1648.2667,16.7408,16.7408
34,5,-6.94166,0,-41.2313,8.45546,-47.0916,223.528,-1783.67,223.691,-1802.44,0,223.691,-1802.44,-28.2865,-41.2313,-1648.2667,16.7408,16.7408
34,6,-6.9435024,0,-41.3669,8.4362,-46.9567,223.528,-1783.67,223.707,-1802.18,0,223.707,-1802.18,-28.365,-41.3669,-1648.205,16.8115,16.8115
34,7,-6.9435024,0,-41.3669,8.4362,-46.9567,223.528,-1783.67,223.707,-1802.18,0,223.707,-1802.18,-28.365,-41.3669,-1648.205,16.8115,16.8115
35,0,-7.320985,0,-49.3693,8.12365,-45.0317,223.528,-1783.67,222.603,-1792.83,0,222.603,-1792.83,-28.71,-49.3693,-1648.3063,12.3182,12.3182
36,0,-7.4786572,0,-44.9025,8.68748,-44.1211,223.528,-1783.67,222.785,-1800.81,0,222.785,-1800.81,-25.0276,-44.9025,-1647.9551,16.5401,16.5401
36,1,-7.4816504,0,-45.0113,8.70025,-44.167,223.528,-1783.67,222.774,-1800.7,0,222.774,-1800.7,-24.9956,-45.0113,-1647.9327,16.5058,16.5058
37,0,-7.5418835,0,-63.2279,8.51819,-52.6476,223.528,-1783.67,223.5,-1783.41,0,223.5,-1783.41,-24.7067,-63.2279,-1647.8446,8.54352,8.54352
37,1,-7.7902446,0,-68.06,8.69465,-52.6139,223.528,-1783.67,223.673,-1779.96,0,223.673,-1779.96,-21.5732,-68.06,-1645.9202,9.74034,9.74034
37,2,-7.552805,0,-56.8069,8.367,-45.7764,223.528,-1783.67,223.276,-1786.53,0,223.276,-1786.53,-23.9173,-56.8069,-1643.9783,15.4243,15.4243
37,3,-7.5304747,0,-60.5917,8.44082,-50.6674,223.528,-1783.67,223.042,-1784.73,0,223.042,-1784.73,-19.3151,-60.5917,-1641.5947,15.1037,15.1037
37,4,-7.001812,0,-54.1067,8.59562,-46.4438,223.528,-1783.67,223.15,-1781.82,0,223.15,-1781.82,-27.0494,-54.1067,-1639.826,13.8278,13.8278
37,5,-7.2764754,0,-63.2114,8.59645,-52.488,223.528,-1783.67,223.844,-1779.35,0,223.844,-1779.35,-13.3147,-63.2114,-1632.0321,19.5612,19.5612
38,0,-6.8832927,0,-41.2573,8.22833,-46.5327,223.528,-1783.67,222.45,-1799.32,0,222.45,-1799.32,-27.4003,-41.2573,-1645.5276,15.8502,15.8502
38,1,-7.1494055,0,-45.6032,8.25872,-47.263,223.528,-1783.67,222.564,-1797.81,0,222.564,-1797.81,-23.1155,-45.6032,-1643.9648,14.8102,14.8102
38,2,-7.3642898,0,-48.3616,8.28786,-49.951,223.528,-1783.67,222.622,-1799.79,0,222.622,-1799.79,-18.3315,-48.3616,-1643.8612,15.1723,15.1723
38,3,-7.022342,0,-44.0113,8.79668,-47.801,223.528,-1783.67,222.958,-1798.51,0,222.958,-1798.51,-22.6462,-44.0113,-1642.2095,15.4049,15.4049
38,4,-7.018687,0,-44.0002,8.79518,-47.8174,223.528,-1783.67,222.954,-1798.48,0,222.954,-1798.48,-22.6665,-44.0002,-1642.1927,15.3977,15.3977
38,5,-6.2592745,0,-34.8224,8.79308,-48.1762,223.528,-1783.67,223.077,-1800.81,0,223.077,-1800.81,-23.4697,-34.8224,-1636.0251,17.7646,17.7646
39,0,-8.321436,0,-76.1088,9.08897,-50.1071,223.528,-1783.67,223.219,-1772.38,0,223.219,-1772.38,-18.4943,-76.1088,-1643.7642,13.9515,13.9515
40,0,-8.258217,0,-76.5522,8.59475,-47.7786,223.528,-1783.67,223.415,-1769.4,0,223.415,-1769.4,-19.7573,-76.5522,-1642.2944,16.1204,16.1204
40,1,-8.114128,0,-73.4965,8.41545,-48.9039,223.528,-1783.67,223.841,-1773.83,0,223.841,-1773.83,-18.7563,-73.4965,-1642.2417,18.5356,18.5356
41,0,-7.61437,0,-65.2472,8.35292,-47.2054,223.528,-1783.67,223.263,-1775.92,0,223.263,-1775.92,-22.9749,-65.2472,-1640.8792,19.4018,19.4018
42,0,-8.507042,0,-83.3261,8.59374,-51.5869,223.528,-1783.67,223.263,-1766.57,0,223.263,-1766.57,-14.1302,-83.3261,-1640.7632,15.1946,15.1946
42,1,-8.39092,0,-81.453,8.65967,-51.139,223.528,-1783.67,223.316,-1767.1,0,223.316,-1767.1,-14.6256,-81.453,-1639.8625,16.0833,16.0833
43,0,-6.0845094,0,-38.802,8.31097,-48.6671,223.528,-1783.67,222.573,-1792.26,0,222.573,-1792.26,-29.9971,-38.802,-1638.4861,16.6117,16.6117
